"ID";"HousingCharacteristics";"Regions";"Periods";"AverageConsumptionOfNaturalGas_1";"AverageSupplyOfElectricity_2";"AverageNetSupplyOfElectricity_3";"DistrictHeating_4"
"345";"T001100";"GM0361";"2017JJ00";"    1170";"    2610";"";"       ."
"346";"T001100";"GM0361";"2018JJ00";"    1200";"    2530";"";"       ."
"347";"T001100";"GM0361";"2019JJ00";"    1090";"    2490";"";"     3.5"
"348";"T001100";"GM0361";"2020JJ00";"    1040";"    2510";"";"     4.9"
"349";"T001100";"GM0361";"2021JJ00";"    1190";"    2530";"    2260";"     5.1"
"350";"T001100";"GM0361";"2022JJ00";"     910";"    2370";"    2020";"     5.8"
"351";"T001100";"GM0141";"2010JJ00";"    2050";"    3350";"";"       ."
"352";"T001100";"GM0141";"2011JJ00";"    1650";"    3300";"";"       ."
"353";"T001100";"GM0141";"2012JJ00";"    1750";"    3250";"";"       ."
"354";"T001100";"GM0141";"2013JJ00";"    1900";"    3200";"";"       ."
"355";"T001100";"GM0141";"2014JJ00";"    1200";"    3100";"";"       ."
"356";"T001100";"GM0141";"2015JJ00";"    1320";"    3000";"";"       ."
"357";"T001100";"GM0141";"2016JJ00";"    1340";"    2930";"";"       ."
"358";"T001100";"GM0141";"2017JJ00";"    1350";"    2870";"";"       ."
"359";"T001100";"GM0141";"2018JJ00";"    1350";"    2770";"";"       ."
"360";"T001100";"GM0141";"2019JJ00";"    1190";"    2660";"";"       ."
"361";"T001100";"GM0141";"2020JJ00";"    1150";"    2700";"";"       ."
"362";"T001100";"GM0141";"2021JJ00";"    1400";"    2760";"    2490";"       ."
"363";"T001100";"GM0141";"2022JJ00";"    1110";"    2630";"    2230";"       ."
"364";"T001100";"GM0034";"2010JJ00";"     650";"    3600";"";"    58.0"
"365";"T001100";"GM0034";"2011JJ00";"     500";"    3600";"";"    58.0"
"366";"T001100";"GM0034";"2012JJ00";"     500";"    3500";"";"    58.5"
"367";"T001100";"GM0034";"2013JJ00";"     550";"    3450";"";"    58.7"
"368";"T001100";"GM0034";"2014JJ00";"     400";"    3350";"";"    58.0"
"369";"T001100";"GM0034";"2015JJ00";"     440";"    3270";"";"    58.5"
"370";"T001100";"GM0034";"2016JJ00";"     460";"    3180";"";"    58.1"
"371";"T001100";"GM0034";"2017JJ00";"     440";"    3090";"";"    56.9"
"372";"T001100";"GM0034";"2018JJ00";"     450";"    2940";"";"       ."
"373";"T001100";"GM0034";"2019JJ00";"     420";"    2930";"";"    58.2"
"374";"T001100";"GM0034";"2020JJ00";"     410";"    3020";"";"    59.3"
"375";"T001100";"GM0034";"2021JJ00";"     460";"    3030";"    2720";"    58.4"
"376";"T001100";"GM0034";"2022JJ00";"     380";"    2860";"    2430";"    57.2"
"377";"T001100";"GM0484";"2010JJ00";"    1650";"    3300";"";"       ."
"378";"T001100";"GM0484";"2011JJ00";"    1300";"    3300";"";"       ."
"379";"T001100";"GM0484";"2012JJ00";"    1350";"    3250";"";"       ."
"380";"T001100";"GM0484";"2013JJ00";"    1450";"    3200";"";"       ."
"381";"T001100";"GM0484";"2014JJ00";"    1150";"    3100";"";"       ."
"382";"T001100";"GM0484";"2015JJ00";"    1240";"    3090";"";"       ."
"383";"T001100";"GM0484";"2016JJ00";"    1260";"    2990";"";"       ."
"384";"T001100";"GM0484";"2017JJ00";"    1240";"    2930";"";"       ."
"385";"T001100";"GM0484";"2018JJ00";"    1230";"    2840";"";"       ."
"386";"T001100";"GM0484";"2019JJ00";"    1160";"    2800";"";"       ."
"387";"T001100";"GM0484";"2020JJ00";"    1090";"    2830";"";"       ."
"388";"T001100";"GM0484";"2021JJ00";"    1220";"    2860";"    2500";"       ."
"389";"T001100";"GM0484";"2022JJ00";"     950";"    2670";"    2190";"       ."
"390";"T001100";"GM1723";"2010JJ00";"    2650";"    4200";"";"       ."
"391";"T001100";"GM1723";"2011JJ00";"    2050";"    4200";"";"       ."
"392";"T001100";"GM1723";"2012JJ00";"    2200";"    4150";"";"       ."
"393";"T001100";"GM1723";"2013JJ00";"    2350";"    4100";"";"       ."
"394";"T001100";"GM1723";"2014JJ00";"    1750";"    3900";"";"       ."
"395";"T001100";"GM1723";"2015JJ00";"    1790";"    3780";"";"       ."
"396";"T001100";"GM1723";"2016JJ00";"    1860";"    3730";"";"       ."
"397";"T001100";"GM1723";"2017JJ00";"    1800";"    3650";"";"       ."
"398";"T001100";"GM1723";"2018JJ00";"    1800";"    3700";"";"       ."
"399";"T001100";"GM1723";"2019JJ00";"    1670";"    3600";"";"       ."
"400";"T001100";"GM1723";"2020JJ00";"    1560";"    3610";"";"       ."
"401";"T001100";"GM1723";"2021JJ00";"    1730";"    3670";"    3170";"       ."
"402";"T001100";"GM1723";"2022JJ00";"    1360";"    3480";"    2750";"       ."
"403";"T001100";"GM1959";"2010JJ00";"";"";"";""
"404";"T001100";"GM1959";"2011JJ00";"";"";"";""
"405";"T001100";"GM1959";"2012JJ00";"";"";"";""
"406";"T001100";"GM1959";"2013JJ00";"";"";"";""
"407";"T001100";"GM1959";"2014JJ00";"";"";"";""
"408";"T001100";"GM1959";"2015JJ00";"";"";"";""
"409";"T001100";"GM1959";"2016JJ00";"";"";"";""
"410";"T001100";"GM1959";"2017JJ00";"";"";"";""
"411";"T001100";"GM1959";"2018JJ00";"";"";"";""
"412";"T001100";"GM1959";"2019JJ00";"    1410";"    3240";"";"       ."
"413";"T001100";"GM1959";"2020JJ00";"    1340";"    3260";"";"       ."
"414";"T001100";"GM1959";"2021JJ00";"    1500";"    3320";"    2910";"       ."
"415";"T001100";"GM1959";"2022JJ00";"    1150";"    3140";"    2560";"       ."
"416";"T001100";"GM0060";"2010JJ00";"    2450";"    3400";"";"       ."
"417";"T001100";"GM0060";"2011JJ00";"    1950";"    3550";"";"       ."
"418";"T001100";"GM0060";"2012JJ00";"    2150";"    3550";"";"       ."
"419";"T001100";"GM0060";"2013JJ00";"    2250";"    3650";"";"       ."
"420";"T001100";"GM0060";"2014JJ00";"    1650";"    3250";"";"       ."
"421";"T001100";"GM0060";"2015JJ00";"    1750";"    3200";"";"       ."
"422";"T001100";"GM0060";"2016JJ00";"    1840";"    3060";"";"       ."
"423";"T001100";"GM0060";"2017JJ00";"    1720";"    2980";"";"       ."
"424";"T001100";"GM0060";"2018JJ00";"    1770";"    2970";"";"       ."
"425";"T001100";"GM0060";"2019JJ00";"    1610";"    2940";"";"       ."
"426";"T001100";"GM0060";"2020JJ00";"    1570";"    3100";"";"       ."
"427";"T001100";"GM0060";"2021JJ00";"    1760";"    3180";"    2830";"       ."
"428";"T001100";"GM0060";"2022JJ00";"    1380";"    2990";"    2460";"       ."
"429";"T001100";"GM0307";"2010JJ00";"    1650";"    3200";"";"       ."
"430";"T001100";"GM0307";"2011JJ00";"    1300";"    3200";"";"       ."
"431";"T001100";"GM0307";"2012JJ00";"    1350";"    3100";"";"     5.6"
"432";"T001100";"GM0307";"2013JJ00";"    1450";"    3050";"";"     5.0"
"433";"T001100";"GM0307";"2014JJ00";"    1050";"    2900";"";"       ."
"434";"T001100";"GM0307";"2015JJ00";"    1140";"    2910";"";"     5.0"
"435";"T001100";"GM0307";"2016JJ00";"    1170";"    2850";"";"     5.2"
"436";"T001100";"GM0307";"2017JJ00";"    1130";"    2810";"";"     5.1"
"437";"T001100";"GM0307";"2018JJ00";"    1130";"    2740";"";"       ."
"438";"T001100";"GM0307";"2019JJ00";"    1050";"    2640";"";"     5.0"
"439";"T001100";"GM0307";"2020JJ00";"    1010";"    2650";"";"     5.2"
"440";"T001100";"GM0307";"2021JJ00";"    1120";"    2710";"    2390";"     4.3"
"441";"T001100";"GM0307";"2022JJ00";"     870";"    2530";"    2110";"     4.7"
"442";"T001100";"GM0362";"2010JJ00";"    1800";"    3100";"";"       ."
"443";"T001100";"GM0362";"2011JJ00";"    1400";"    3150";"";"       ."
"444";"T001100";"GM0362";"2012JJ00";"    1500";"    3100";"";"       ."
"445";"T001100";"GM0362";"2013JJ00";"    1550";"    3100";"";"       ."
"446";"T001100";"GM0362";"2014JJ00";"    1150";"    3000";"";"       ."
"447";"T001100";"GM0362";"2015JJ00";"    1150";"    2930";"";"     6.8"
"448";"T001100";"GM0362";"2016JJ00";"    1210";"    2890";"";"     6.7"
"449";"T001100";"GM0362";"2017JJ00";"    1180";"    2910";"";"     7.1"
"450";"T001100";"GM0362";"2018JJ00";"    1210";"    2780";"";"       ."
"451";"T001100";"GM0362";"2019JJ00";"    1140";"    2720";"";"     3.7"
"452";"T001100";"GM0362";"2020JJ00";"    1070";"    2740";"";"     5.8"
"453";"T001100";"GM0362";"2021JJ00";"    1200";"    2790";"    2610";"     5.2"
"454";"T001100";"GM0362";"2022JJ00";"     950";"    2630";"    2400";"     5.6"
"455";"T001100";"GM0363";"2010JJ00";"    1300";"    2350";"";"     5.0"
"456";"T001100";"GM0363";"2011JJ00";"    1000";"    2350";"";"     6.0"
"457";"T001100";"GM0363";"2012JJ00";"    1050";"    2350";"";"     7.4"
"458";"T001100";"GM0363";"2013JJ00";"    1150";"    2300";"";"     7.1"
"459";"T001100";"GM0363";"2014JJ00";"     850";"    2250";"";"     7.0"
"460";"T001100";"GM0363";"2015JJ00";"     870";"    2230";"";"     9.7"
"461";"T001100";"GM0363";"2016JJ00";"     900";"    2210";"";"    10.1"
"462";"T001100";"GM0363";"2017JJ00";"     850";"    2160";"";"    10.8"
"463";"T001100";"GM0363";"2018JJ00";"     870";"    2090";"";"       ."
"464";"T001100";"GM0363";"2019JJ00";"     800";"    2050";"";"    14.0"
"465";"T001100";"GM0363";"2020JJ00";"     770";"    2090";"";"    14.7"
"466";"T001100";"GM0363";"2021JJ00";"     880";"    2130";"    2090";"    14.7"
"467";"T001100";"GM0363";"2022JJ00";"     690";"    2010";"    1950";"    15.3"
"468";"T001100";"GM0364";"2010JJ00";"    2150";"    3750";"";"       ."
"469";"T001100";"GM0364";"2011JJ00";"";"";"";""
"470";"T001100";"GM0364";"2012JJ00";"";"";"";""
"471";"T001100";"GM0364";"2013JJ00";"";"";"";""
"472";"T001100";"GM0364";"2014JJ00";"";"";"";""
"473";"T001100";"GM0364";"2015JJ00";"";"";"";""
"474";"T001100";"GM0364";"2016JJ00";"";"";"";""
"475";"T001100";"GM0364";"2017JJ00";"";"";"";""
"476";"T001100";"GM0364";"2018JJ00";"";"";"";""
"477";"T001100";"GM0364";"2019JJ00";"";"";"";""
"478";"T001100";"GM0364";"2020JJ00";"";"";"";""
"479";"T001100";"GM0364";"2021JJ00";"";"";"";""
"480";"T001100";"GM0364";"2022JJ00";"";"";"";""
"481";"T001100";"GM0366";"2010JJ00";"    2100";"    3800";"";"       ."
"482";"T001100";"GM0366";"2011JJ00";"    1650";"    3800";"";"       ."
"483";"T001100";"GM0366";"2012JJ00";"";"";"";""
"484";"T001100";"GM0366";"2013JJ00";"";"";"";""
"485";"T001100";"GM0366";"2014JJ00";"";"";"";""
"486";"T001100";"GM0366";"2015JJ00";"";"";"";""
"487";"T001100";"GM0366";"2016JJ00";"";"";"";""
"488";"T001100";"GM0366";"2017JJ00";"";"";"";""
"489";"T001100";"GM0366";"2018JJ00";"";"";"";""
"490";"T001100";"GM0366";"2019JJ00";"";"";"";""
"491";"T001100";"GM0366";"2020JJ00";"";"";"";""
"492";"T001100";"GM0366";"2021JJ00";"";"";"";""
"493";"T001100";"GM0366";"2022JJ00";"";"";"";""
"494";"T001100";"GM0200";"2010JJ00";"    2000";"    3350";"";"       ."
"495";"T001100";"GM0200";"2011JJ00";"    1550";"    3350";"";"       ."
"496";"T001100";"GM0200";"2012JJ00";"    1650";"    3250";"";"       ."
"497";"T001100";"GM0200";"2013JJ00";"    1750";"    3200";"";"       ."
"498";"T001100";"GM0200";"2014JJ00";"    1250";"    3150";"";"       ."
"499";"T001100";"GM0200";"2015JJ00";"    1380";"    3100";"";"       ."
"500";"T001100";"GM0200";"2016JJ00";"    1440";"    2960";"";"       ."
"501";"T001100";"GM0200";"2017JJ00";"    1380";"    2890";"";"       ."
"502";"T001100";"GM0200";"2018JJ00";"    1390";"    2790";"";"       ."
"503";"T001100";"GM0200";"2019JJ00";"    1290";"    2790";"";"     3.3"
"504";"T001100";"GM0200";"2020JJ00";"    1210";"    2830";"";"     3.3"
"505";"T001100";"GM0200";"2021JJ00";"    1360";"    2870";"    2530";"     3.3"
"506";"T001100";"GM0200";"2022JJ00";"    1080";"    2700";"    2250";"     3.4"
"507";"T001100";"GM0003";"2010JJ00";"    2050";"    3000";"";"       ."
"508";"T001100";"GM0003";"2011JJ00";"    1600";"    2950";"";"       ."
"509";"T001100";"GM0003";"2012JJ00";"    1750";"    2950";"";"       ."
"510";"T001100";"GM0003";"2013JJ00";"    1800";"    2850";"";"       ."
"511";"T001100";"GM0003";"2014JJ00";"    1350";"    2700";"";"       ."
"512";"T001100";"GM0003";"2015JJ00";"    1450";"    2660";"";"       ."
"513";"T001100";"GM0003";"2016JJ00";"    1500";"    2550";"";"       ."
"514";"T001100";"GM0003";"2017JJ00";"    1400";"    2460";"";"       ."
"515";"T001100";"GM0003";"2018JJ00";"    1430";"    2440";"";"       ."
"516";"T001100";"GM0003";"2019JJ00";"    1330";"    2390";"";"       ."
"517";"T001100";"GM0003";"2020JJ00";"    1260";"    2480";"";"       ."
"518";"T001100";"GM0003";"2021JJ00";"";"";"";""
"519";"T001100";"GM0003";"2022JJ00";"";"";"";""
"520";"T001100";"GM0202";"2010JJ00";"    1600";"    2850";"";"       ."
"521";"T001100";"GM0202";"2011JJ00";"    1250";"    2850";"";"       ."
"522";"T001100";"GM0202";"2012JJ00";"    1300";"    2850";"";"     5.9"
"523";"T001100";"GM0202";"2013JJ00";"    1400";"    2800";"";"     5.7"
"524";"T001100";"GM0202";"2014JJ00";"    1050";"    2700";"";"     6.0"
"525";"T001100";"GM0202";"2015JJ00";"    1110";"    2670";"";"     7.3"
"526";"T001100";"GM0202";"2016JJ00";"    1150";"    2600";"";"     7.3"
"527";"T001100";"GM0202";"2017JJ00";"    1110";"    2540";"";"     7.4"
"528";"T001100";"GM0202";"2018JJ00";"    1110";"    2440";"";"       ."
"529";"T001100";"GM0202";"2019JJ00";"    1010";"    2420";"";"     9.8"
"530";"T001100";"GM0202";"2020JJ00";"     960";"    2470";"";"     9.7"
"531";"T001100";"GM0202";"2021JJ00";"    1080";"    2510";"    2310";"    10.2"
"532";"T001100";"GM0202";"2022JJ00";"     850";"    2380";"    2120";"    10.6"
"533";"T001100";"GM0106";"2010JJ00";"    1950";"    3150";"";"       ."
"534";"T001100";"GM0106";"2011JJ00";"    1550";"    3150";"";"       ."
"535";"T001100";"GM0106";"2012JJ00";"    1650";"    3100";"";"       ."
"536";"T001100";"GM0106";"2013JJ00";"    1700";"    3050";"";"       ."
"537";"T001100";"GM0106";"2014JJ00";"    1300";"    2900";"";"       ."
"538";"T001100";"GM0106";"2015JJ00";"    1380";"    2800";"";"       ."
"539";"T001100";"GM0106";"2016JJ00";"    1420";"    2730";"";"       ."
"540";"T001100";"GM0106";"2017JJ00";"    1350";"    2660";"";"       ."
"541";"T001100";"GM0106";"2018JJ00";"    1340";"    2570";"";"       ."
"542";"T001100";"GM0106";"2019JJ00";"    1230";"    2490";"";"       ."
"543";"T001100";"GM0106";"2020JJ00";"    1170";"    2490";"";"       ."
"544";"T001100";"GM0106";"2021JJ00";"    1290";"    2520";"    2070";"       ."
"545";"T001100";"GM0106";"2022JJ00";"    1010";"    2380";"    1830";"       ."
"546";"T001100";"GM0743";"2010JJ00";"    2250";"    4050";"";"       ."
"547";"T001100";"GM0743";"2011JJ00";"    1800";"    4100";"";"       ."
"548";"T001100";"GM0743";"2012JJ00";"    1850";"    4050";"";"       ."
"549";"T001100";"GM0743";"2013JJ00";"    1950";"    3950";"";"       ."
"550";"T001100";"GM0743";"2014JJ00";"    1450";"    3800";"";"       ."
"551";"T001100";"GM0743";"2015JJ00";"    1570";"    3740";"";"       ."
"552";"T001100";"GM0743";"2016JJ00";"    1620";"    3660";"";"       ."
"553";"T001100";"GM0743";"2017JJ00";"    1580";"    3560";"";"       ."
"554";"T001100";"GM0743";"2018JJ00";"    1600";"    3550";"";"       ."
"555";"T001100";"GM0743";"2019JJ00";"    1490";"    3440";"";"       ."
"556";"T001100";"GM0743";"2020JJ00";"    1400";"    3400";"";"       ."
"557";"T001100";"GM0743";"2021JJ00";"    1540";"    3430";"    2880";"       ."
"558";"T001100";"GM0743";"2022JJ00";"    1210";"    3210";"    2430";"       ."
"559";"T001100";"GM0744";"2010JJ00";"    2600";"    4000";"";"       ."
"560";"T001100";"GM0744";"2011JJ00";"    1950";"    4000";"";"       ."
"561";"T001100";"GM0744";"2012JJ00";"    2050";"    3850";"";"       ."
"562";"T001100";"GM0744";"2013JJ00";"    2200";"    3850";"";"       ."
"563";"T001100";"GM0744";"2014JJ00";"    1600";"    3800";"";"       ."
"564";"T001100";"GM0744";"2015JJ00";"    1800";"    3590";"";"       ."
"565";"T001100";"GM0744";"2016JJ00";"    1750";"    3490";"";"       ."
"566";"T001100";"GM0744";"2017JJ00";"    1710";"    3530";"";"       ."
"567";"T001100";"GM0744";"2018JJ00";"    1760";"    3530";"";"       ."
"568";"T001100";"GM0744";"2019JJ00";"    1620";"    3430";"";"       ."
"569";"T001100";"GM0744";"2020JJ00";"    1530";"    3440";"";"       ."
"570";"T001100";"GM0744";"2021JJ00";"    1690";"    3500";"    3120";"       ."
"571";"T001100";"GM0744";"2022JJ00";"    1330";"    3300";"    2710";"       ."
"572";"T001100";"GM0308";"2010JJ00";"    2400";"    3450";"";"       ."
"573";"T001100";"GM0308";"2011JJ00";"    1800";"    3350";"";"       ."
"574";"T001100";"GM0308";"2012JJ00";"    1900";"    3300";"";"       ."
"575";"T001100";"GM0308";"2013JJ00";"    2050";"    3250";"";"       ."
"576";"T001100";"GM0308";"2014JJ00";"    1450";"    3050";"";"       ."
"577";"T001100";"GM0308";"2015JJ00";"    1630";"    3090";"";"       ."
"578";"T001100";"GM0308";"2016JJ00";"    1660";"    3000";"";"       ."
"579";"T001100";"GM0308";"2017JJ00";"    1640";"    2980";"";"       ."
"580";"T001100";"GM0308";"2018JJ00";"    1570";"    2860";"";"       ."
"581";"T001100";"GM0308";"2019JJ00";"    1450";"    2770";"";"       ."
"582";"T001100";"GM0308";"2020JJ00";"    1370";"    2850";"";"       ."
"583";"T001100";"GM0308";"2021JJ00";"    1560";"    2900";"    2670";"       ."
"584";"T001100";"GM0308";"2022JJ00";"    1210";"    2730";"    2410";"       ."
"585";"T001100";"GM0489";"2010JJ00";"    1600";"    3650";"";"       ."
"586";"T001100";"GM0489";"2011JJ00";"    1250";"    3650";"";"       ."
"587";"T001100";"GM0489";"2012JJ00";"    1350";"    3600";"";"       ."
"588";"T001100";"GM0489";"2013JJ00";"    1400";"    3600";"";"       ."
"589";"T001100";"GM0489";"2014JJ00";"    1050";"    3450";"";"       ."
"590";"T001100";"GM0489";"2015JJ00";"    1140";"    3420";"";"     4.2"
"591";"T001100";"GM0489";"2016JJ00";"    1210";"    3360";"";"     4.2"
"592";"T001100";"GM0489";"2017JJ00";"    1180";"    3310";"";"     4.2"
"593";"T001100";"GM0489";"2018JJ00";"    1130";"    3230";"";"       ."
"594";"T001100";"GM0489";"2019JJ00";"    1060";"    3110";"";"     3.9"
"595";"T001100";"GM0489";"2020JJ00";"    1020";"    3120";"";"     4.1"
"596";"T001100";"GM0489";"2021JJ00";"    1170";"    3170";"    2840";"     4.1"
"597";"T001100";"GM0489";"2022JJ00";"     900";"    2940";"    2470";"     3.9"
"598";"T001100";"GM0203";"2010JJ00";"    2300";"    3850";"";"       ."
"599";"T001100";"GM0203";"2011JJ00";"    1800";"    3850";"";"       ."
"600";"T001100";"GM0203";"2012JJ00";"    1950";"    3850";"";"       ."
"601";"T001100";"GM0203";"2013JJ00";"    2050";"    3750";"";"       ."
"602";"T001100";"GM0203";"2014JJ00";"    1500";"    3600";"";"       ."
"603";"T001100";"GM0203";"2015JJ00";"    1570";"    3510";"";"       ."
"604";"T001100";"GM0203";"2016JJ00";"    1660";"    3420";"";"       ."
"605";"T001100";"GM0203";"2017JJ00";"    1580";"    3330";"";"       ."
"606";"T001100";"GM0203";"2018JJ00";"    1540";"    3180";"";"       ."
"607";"T001100";"GM0203";"2019JJ00";"    1410";"    3160";"";"       ."
"608";"T001100";"GM0203";"2020JJ00";"    1290";"    3160";"";"       ."
"609";"T001100";"GM0203";"2021JJ00";"    1450";"    3240";"    2840";"       ."
"610";"T001100";"GM0203";"2022JJ00";"    1160";"    3070";"    2470";"       ."
"611";"T001100";"GM0005";"2010JJ00";"    2300";"    3300";"";"       ."
"612";"T001100";"GM0005";"2011JJ00";"    1850";"    3250";"";"       ."
"613";"T001100";"GM0005";"2012JJ00";"    1950";"    3200";"";"       ."
"614";"T001100";"GM0005";"2013JJ00";"    2050";"    3150";"";"       ."
"615";"T001100";"GM0005";"2014JJ00";"    1550";"    3000";"";"       ."
"616";"T001100";"GM0005";"2015JJ00";"    1600";"    2880";"";"       ."
"617";"T001100";"GM0005";"2016JJ00";"    1670";"    2720";"";"       ."
"618";"T001100";"GM0005";"2017JJ00";"    1540";"    2580";"";"       ."
"619";"T001100";"GM0005";"2018JJ00";"    1580";"    2550";"";"       ."
"620";"T001100";"GM0005";"2019JJ00";"";"";"";""
"621";"T001100";"GM0005";"2020JJ00";"";"";"";""
"622";"T001100";"GM0005";"2021JJ00";"";"";"";""
"623";"T001100";"GM0005";"2022JJ00";"";"";"";""
"624";"T001100";"GM0888";"2010JJ00";"    2400";"    3750";"";"       ."
"625";"T001100";"GM0888";"2011JJ00";"    1750";"    3600";"";"       ."
"626";"T001100";"GM0888";"2012JJ00";"    1900";"    3600";"";"       ."
"627";"T001100";"GM0888";"2013JJ00";"    2000";"    3500";"";"       ."
"628";"T001100";"GM0888";"2014JJ00";"    1450";"    3350";"";"       ."
